doc_id,label_id,score,relevance
1122742851,041737830,0.08672557026147842,1
1122764111,040118827,0.397771954536438,1
1122830890,040652033,0.24392156302928925,1
1122830890,040746720,0.08597669750452042,1
1122831242,040716295,0.25770363211631775,1
1122831560,040642860,0.4384450614452362,1
1123071527,041359585,0.533659040927887,1
1123071527,04318717X,0.5195610523223877,1
1123191123,043287948,0.6842597723007202,1
1123191123,040114139,0.42031002044677734,1
1123191123,040350436,0.5912794470787048,1
1123323739,040564428,0.08304427564144135,1
1123415145,988219204,0.2519199848175049,1
1123477523,04126827X,0.4735482931137085,1
1123692807,040156028,0.39851847290992737,1
1124131590,041517954,0.33067625761032104,1
1124131590,1023745712,0.08343778550624847,1
112451287X,04049795X,0.5861053466796875,1
112451287X,040318818,0.629770815372467,1
112454139X,040277437,0.48399147391319275,1
112454139X,04010074X,0.4700232446193695,1
1125065761,040118894,0.033267874270677567,1
1125065761,04180919X,0.7469466328620911,1
112534525X,040175510,0.02595662698149681,1
112534525X,041626362,0.46880021691322327,1
112534525X,979215455,0.5452175736427307,1
112534525X,041370422,0.4487050771713257,1
1125386886,041474546,0.3050384521484375,1
1125386886,994520042,0.1361427903175354,1
1125386886,041243293,0.4741601347923279,1
1125541121,041728610,0.4415505826473236,1
1125541121,04173128X,0.3510131537914276,1
1125911638,041404963,0.5642760396003723,1
1125911638,040662578,0.17602938413619995,1
1125947764,04061588X,0.08252554386854172,1
1126086495,04164199X,0.703701913356781,1
1126086495,041702972,0.266493022441864,1
1126094269,040350932,0.2994506359100342,1
1126094269,1251891020,0.3829018771648407,1
1126094269,041264576,0.5912794470787048,1
1126122483,040207137,0.2768278419971466,1
1126122483,041927230,0.6405901908874512,1
1126129348,041142837,0.34360435605049133,1
1126129348,040789314,0.3700576722621918,1
112641428X,040118827,0.40001633763313293,1
112641428X,040746852,0.13836415112018585,1
1126472964,991869877,0.432055801153183,1
1126472964,969512805,0.3096376061439514,1
1126472964,040111342,0.09397277981042862,1
1126547492,040297888,0.6537657380104065,1
1126643068,992696054,0.7553859949111938,1
1126645958,041552369,0.5049890279769897,1
1126645958,041291085,0.4766700863838196,1
1126724599,040476677,0.5765296816825867,1
1126724599,040039749,0.6278035640716553,1
1126844225,040118827,0.0818956047296524,1
1126844225,040538818,0.08589234948158264,1
1126844225,040490378,0.5409029722213745,1
1126923443,041656784,0.5091524124145508,1
1127016571,960767053,0.08714159578084946,1
1127016571,1054613230,0.38072311878204346,1
1127147544,040402223,0.1967506855726242,1
1127147544,040496732,0.1979677677154541,1
1127147544,040485072,0.13865751028060913,1
112752819X,004796454,0.514220654964447,1
112752819X,040485617,0.06979599595069885,1
1127582399,041688457,0.5864764451980591,1
1127701290,042352754,0.6069450378417969,1
1127701290,040137988,0.17747198045253754,1
1127701290,947988491,0.16346383094787598,1
1127801783,040203832,0.6060335040092468,1
1128205955,042060907,0.6132135391235352,1
1128205955,041143825,0.15247727930545807,1
1128205955,041376854,0.09893886744976044,1
1128574136,042744733,0.4061235189437866,1
1128574136,95023818X,0.6675634980201721,1
1128594129,118547798,0.5846550464630127,1
1128594129,040573109,0.5524966716766357,1
1128728761,04039395X,0.17497411370277405,1
1128819341,973163119,0.18675731122493744,1
1129046060,041231767,0.1770498901605606,1
1129258556,042975255,0.09408647567033768,1
1129258556,950962252,0.6892799735069275,1
1129487776,041426460,0.14840489625930786,1
1129695395,991105710,0.8041360378265381,1
1129695395,040567230,0.15446722507476807,1
1129695395,040567540,0.09473460912704468,1
1130030415,040455998,0.589880108833313,1
1130030415,1116095971,0.18148189783096313,1
1130030415,1116100770,0.8558211326599121,1
1130127311,1142573028,0.09931045770645142,1
1130127311,1005978824,0.481695294380188,1
1130560554,040565610,0.7002995014190674,1
1130560554,040479684,0.36726272106170654,1
1130561771,989749401,0.14156651496887207,1
1130561771,040537242,0.5035029053688049,1
1130561771,1227961537,0.3289654552936554,1
113065673X,040477045,0.33067625761032104,1
113065673X,040301028,0.444652795791626,1
113135527X,040098486,0.11973433941602707,1
113135527X,04045696X,0.12301962822675705,1
113135527X,041205006,0.37306851148605347,1
113135527X,040352633,0.2548600137233734,1
1131755340,040055655,0.4970153272151947,1
1131766423,043104169,0.43628939986228943,1
1132108462,040701026,0.22597603499889374,1
1132286875,945394624,0.4825482964515686,1
1132288789,979984149,0.6537654399871826,1
1132318475,040443108,0.5246203541755676,1
113247258X,995800995,0.28774818778038025,1
113247258X,040762157,0.1070912778377533,1
113247258X,040557626,0.07205331325531006,1
1132755158,04113446X,0.3774060904979706,1
1132756642,040785149,0.13599996268749237,1
1132945844,040110192,0.6405901908874512,1
1132995795,040781682,0.5636329650878906,1
1132995795,041357477,0.21215438842773438,1
1133406351,040208729,0.302054226398468,1
1133406351,040028127,0.15371127426624298,1
1133406351,040028143,0.05160088837146759,1
1133406351,040183823,0.11006790399551392,1
1133459749,956153186,0.20978625118732452,1
1133459749,040777049,0.2015698254108429,1
1133459749,040223493,0.28717896342277527,1
113359803X,041513312,0.44758492708206177,1
1135339724,040776069,0.07296436280012131,1
1135608164,040128997,0.5929271578788757,1
1135628793,042868688,0.6055422425270081,1
1135628793,040156028,0.13925881683826447,1
1135670749,040168255,0.13740310072898865,1
1135964084,040195147,0.4263121783733368,1
1136025286,041323009,0.15741771459579468,1
1136025286,040789314,0.6750582456588745,1
1136025286,041142837,0.7223365306854248,1
1136134182,04076527X,0.1721373349428177,1
1136268685,040261816,0.36195966601371765,1
1136268685,040150356,0.5500561594963074,1
1136268685,1023709775,0.2983100712299347,1
1136290354,041391586,0.3707228899002075,1
1136290354,041208064,0.602757453918457,1
1136471138,040595552,0.6383523941040039,1
1136471138,040359646,0.5423420667648315,1
1136967753,040564150,0.12004970014095306,1
1136967753,042913330,0.5864353179931641,1
1136967753,041954610,0.1002010628581047,1
1136967753,040777049,0.5034615397453308,1
1137206527,040470555,0.6468122601509094,1
1137210494,940431181,0.1856430172920227,1
1137210494,1109778066,0.5451922416687012,1
1137210494,040221539,0.21980628371238708,1
1137226226,040477045,0.6069450378417969,1
1137226226,042358663,0.693455696105957,1
1137366613,040118827,0.2694183588027954,1
1137366613,040408027,0.060591913759708405,1
1137366613,040023338,0.050221286714076996,1
1137447605,007041454,0.2406720221042633,1
1137447605,040413160,0.6851150393486023,1
1137494298,041906918,0.24769103527069092,1
1137494298,041214609,0.27223220467567444,1
1137867515,041522117,0.6080613136291504,1
1137867515,040172333,0.16086150705814362,1
113828212X,940493101,0.11473073065280914,1
1138496081,040690997,0.5544189214706421,1
1138496081,040394093,0.09370113909244537,1
1138705357,040587088,0.4700608551502228,1
1138705357,040181189,0.4215547740459442,1
1138705357,957319304,0.24595637619495392,1
1138705357,042364892,0.2854190170764923,1
1139170031,940855348,0.25751373171806335,1
1139170031,04059534X,0.6077433228492737,1
1139170570,940842424,0.18138568103313446,1
1139329987,04189328X,0.5799185633659363,1
1139329987,040550729,0.4229367971420288,1
1139709445,041730860,0.16558723151683807,1
1139709445,946225249,0.13097450137138367,1
1139709445,04055676X,0.11927510797977448,1
1139709445,128564378X,0.5409029722213745,1
1139843575,041715683,0.4120924472808838,1
1139843575,040700593,0.23799267411231995,1
1139843575,1019842911,0.7081892490386963,1
1139891413,040114139,0.6525867581367493,1
1139891499,040090167,0.6069450378417969,1
1140268260,041727770,0.3234218657016754,1
1140268260,043132804,0.16345413029193878,1
1140586602,041969146,0.21934179961681366,1
114087084X,040422704,0.652452290058136,1
114087084X,1023709775,0.03971545770764351,1
1141381818,988555794,0.6136718988418579,1
1141577305,041139402,0.6278035640716553,1
1141577305,040118908,0.3035712242126465,1
1141577305,040118894,0.21991489827632904,1
114179344X,04172609X,0.15573236346244812,1
114179344X,041390318,0.5987326502799988,1
114179344X,040355888,0.534241259098053,1
1141930714,042074312,0.604775071144104,1
1141930714,041364392,0.05536439269781113,1
1141930714,040152286,0.054240088909864426,1
1142001385,042541409,0.30630582571029663,1
1142001385,957612060,0.3924458920955658,1
1142001385,041247884,0.3998546302318573,1
1142001385,988135221,0.33690494298934937,1
1142003191,960767053,0.5482475757598877,1
1142114651,041125444,0.17677947878837585,1
1142114651,004789326,0.421594500541687,1
1142114651,041242270,0.2854190170764923,1
1142233944,943819474,0.6216029524803162,1
1142233944,950379182,0.6079024076461792,1
1142233944,042305098,0.3671053946018219,1
1142374378,04015467X,0.3306457996368408,1
114252874X,041176367,0.6357795000076294,1
114252874X,040163970,0.3898634910583496,1
114252874X,040493962,0.3490513563156128,1
1142648397,040006875,0.6509416103363037,1
1142648397,040693422,0.544501006603241,1
1142648397,04198756X,0.12019474804401398,1
1142658651,041271173,0.3325032889842987,1
1142658651,95465255X,0.14944471418857574,1
1142787311,041734637,0.6599220037460327,1
1142787311,040022900,0.15033398568630219,1
1142954714,040118827,0.17223022878170013,1
1142954714,041157109,0.1951259970664978,1
1144011728,04166051X,0.05499724671244621,1
1144011728,040765733,0.5506998300552368,1
1144011728,041750934,0.5505800843238831,1
1144011728,04003500X,0.052798304706811905,1
1144177944,944032095,0.26754793524742126,1
1144177944,975496530,0.8854760527610779,1
1144401305,979984149,0.6800229549407959,1
1144401305,041244818,0.13992324471473694,1
1144401305,040213250,0.08179178088903427,1
1144872871,040329135,0.23288923501968384,1
1144872871,04142414X,0.1089850515127182,1
1145327907,040118827,0.17223022878170013,1
1145327907,041157109,0.2667965888977051,1
1146556632,954692667,0.7333350777626038,1
1146556632,040550729,0.12621846795082092,1
1146556632,04113432X,0.06982191652059555,1
1147383316,041222024,0.6990677118301392,1
1148276777,040266567,0.4927097260951996,1
1148277404,041252802,0.12020263075828552,1
1148277404,041995988,0.6640234589576721,1
